airport_key,airport_ident,airport_name,departure_airport_code,airport_type,municipality,scheduled_service,region_code,country_code,has_navaid,navaid_count,navaid_count_bucket,navaid_type_group,dominant_usage_type,max_power
633,KKB,Kitoi Bay Seaplane Base,KKB,seaplane_base,Kitoi Bay,yes,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
634,SSKW,Cacoal Airport,OAL,small_airport,Cacoal,yes,BR-RO,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
635,KROA,Roanoke–Blacksburg Regional Airport,ROA,medium_airport,Roanoke,yes,US-VA,US,Y,4,4+,Mixed,TERMINAL,MEDIUM
636,FOOD,Moanda Airport,MFF,small_airport,Moanda,no,GA-2,GA,Y,1,1,NDB Family,BOTH,MEDIUM
637,YCCA,Chinchilla Airport,CCL,medium_airport,Chinchilla,no,AU-QLD,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
638,RJNK,Komatsu Airport / JASDF Komatsu Air Base,KMQ,large_airport,Kanazawa,yes,JP-17,JP,Y,1,1,Radio Nav,BOTH,HIGH
639,LOWK,Klagenfurt Airport,KLU,large_airport,Klagenfurt am Wörthersee,yes,AT-2,AT,Y,4,4+,Mixed,BOTH,HIGH
640,WAKM,Kamur Airport,KCD,small_airport,Kamur,no,ID-PS,ID,N,0,0,No Navaid,UNKNOWN,UNKNOWN
641,VAAH,Sardar Vallabh Patel International Airport,AMD,large_airport,Ahmedabad,yes,IN-GJ,IN,Y,2,2-3,Mixed,BOTH,HIGH
642,PAIM,Indian Mountain LRRS Airport,UTO,medium_airport,Utopia Creek,yes,US-AK,US,Y,1,1,NDB Family,LO,MEDIUM
643,DXXX,Lomé–Tokoin International Airport,LFW,large_airport,Lomé,yes,TG-M,TG,Y,2,2-3,Mixed,BOTH,HIGH
644,ITK,Itokama Airport,ITK,small_airport,Itokama,no,PG-NPP,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
645,AYKJ,Kanainj Airport,KNE,small_airport,Kanainj,no,PG-MPM,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
646,VNCG,Bhadrapur Airport,BDP,small_airport,Bhadrapur,yes,NP-P1,NP,Y,1,1,NDB Family,BOTH,LOW
647,UNKNOWN,Orange-Caritat (BA 115) Air Base,XOG,Unknown,Unknown,unknown,UNKNOWN,FR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
648,KCR,Colorado Creek Airport,KCR,small_airport,Colorado Creek,no,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
649,SBUL,Ten. Cel. Aviador César Bombonato Airport,UDI,medium_airport,Uberlândia,yes,BR-MG,BR,Y,2,2-3,Mixed,LO,HIGH
650,UNKNOWN,Clinton Creek Airport,YLM,Unknown,Unknown,unknown,UNKNOWN,CA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
651,KGUY,Guymon Municipal Airport,GUY,medium_airport,Guymon,no,US-OK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
652,WIOS,Tebelian Airport,SQG,medium_airport,Sintang,yes,ID-KB,ID,N,0,0,No Navaid,UNKNOWN,UNKNOWN
653,KSRQ,Sarasota Bradenton International Airport,SRQ,large_airport,Sarasota/Bradenton,yes,US-FL,US,Y,2,2-3,Mixed,TERMINAL,HIGH
654,KLGU,Logan-Cache Airport,LGU,medium_airport,Logan,no,US-UT,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
655,KARV,Lakeland Airport Noble F Lee Memorial Field,ARV,small_airport,Woodruff,no,US-WI,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
656,OISF,Fasa Airport,FAZ,medium_airport,Fasa,no,IR-07,IR,Y,1,1,NDB Family,BOTH,LOW
657,VA1G,"Rewa Airport, Chorhata, REWA",REW,medium_airport,Rewa,yes,IN-MP,IN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
658,VNJI,Jiri Airport,JIR,small_airport,Jiri,no,NP-P3,NP,N,0,0,No Navaid,UNKNOWN,UNKNOWN
659,PFYU,Fort Yukon Airport,FYU,medium_airport,Fort Yukon,yes,US-AK,US,Y,2,2-3,Mixed,LO,HIGH
660,AYMW,Marawaka Airport,MWG,small_airport,Marawaka,no,PG-EHG,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
661,CYQG,Windsor International Airport,YQG,large_airport,Windsor,yes,CA-ON,CA,Y,2,2-3,NDB Family,BOTH,LOW
662,YWDH,Windorah Airport,WNR,medium_airport,Windorah,yes,AU-QLD,AU,Y,1,1,NDB Family,BOTH,LOW
663,UNKNOWN,Outer Skerries Airport,OUK,Unknown,Unknown,unknown,UNKNOWN,GB,N,0,0,No Navaid,UNKNOWN,UNKNOWN
664,FZKJ,Buta Zega Airport,BZU,medium_airport,Buta,no,CD-BU,CD,Y,1,1,NDB Family,BOTH,MEDIUM
665,CYPH,Inukjuak Airport,YPH,small_airport,Inukjuak,yes,CA-QC,CA,Y,1,1,NDB Family,BOTH,MEDIUM
666,90WA,Waldron Airstrip,WDN,small_airport,Eastsound,yes,US-WA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
667,ZMTG,Tsetserleg Airport,TSZ,small_airport,Tsetserleg,no,MN-073,MN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
668,OISR,Lamerd Airport,LFM,medium_airport,Lamerd,yes,IR-07,IR,Y,1,1,NDB Family,BOTH,HIGH
669,ZSLQ,Taizhou Luqiao Airport,HYN,medium_airport,Taizhou (Luqiao),yes,CN-33,CN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
670,VISM,Shimla Airport,SLV,small_airport,Jubbarhatti,no,IN-HP,IN,Y,1,1,NDB Family,BOTH,MEDIUM
671,SKRH,Almirante Padilla Airport,RCH,medium_airport,Riohacha,yes,CO-LAG,CO,Y,1,1,Radio Nav,BOTH,HIGH
672,KSNK,Winston Field,SNK,small_airport,Snyder,no,US-TX,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
673,KZB,Zachar Bay Seaplane Base,KZB,seaplane_base,Zachar Bay,yes,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
674,MRLM,Limon International Airport,LIO,medium_airport,Puerto Limon,yes,CR-L,CR,Y,1,1,Radio Nav,BOTH,HIGH
675,AYID,Indagen Airport,IDN,small_airport,Indagen,no,PG-MPL,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
676,OAZJ,Zaranj Airport,ZAJ,small_airport,Zaranj,no,AF-NIM,AF,N,0,0,No Navaid,UNKNOWN,UNKNOWN
677,UNKNOWN,Silistra Polkovnik Lambrinovo Air Base,SLS,Unknown,Unknown,unknown,UNKNOWN,BG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
678,AYPB,Paiela Airport,PLE,small_airport,Paiela,no,PG-EPW,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
679,PAMY,Mekoryuk Airport,MYU,medium_airport,Mekoryuk,yes,US-AK,US,Y,1,1,NDB Family,LO,MEDIUM
680,NWWP,Poum / Malabou Airport,PUV,small_airport,Malabou,no,NC-02,NC,N,0,0,No Navaid,UNKNOWN,UNKNOWN
681,UBBQ,Gabala International Airport,GBB,medium_airport,Gabala,yes,AZ-QAB,AZ,N,0,0,No Navaid,UNKNOWN,UNKNOWN
682,AYWG,Wanigela Airport,AGL,small_airport,Wanigela,no,PG-NPP,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
683,YSNF,Norfolk Island International Airport,NLK,medium_airport,Burnt Pine,yes,NF-U-A,NF,Y,2,2-3,Mixed,BOTH,HIGH
684,OYBQ,Al-Bough Airport,BUK,small_airport,Al-Bough,no,YE-SD,YE,N,0,0,No Navaid,UNKNOWN,UNKNOWN
685,FAER,Ellisras Matimba Airport,ELL,small_airport,Ellisras,no,ZA-NP,ZA,Y,2,2-3,Mixed,BOTH,HIGH
686,KMMT,Mc Entire Joint National Guard Base,MMT,medium_airport,Eastover,no,US-SC,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
687,VIGR,Gwalior Airport,GWL,medium_airport,Gwalior,yes,IN-MP,IN,Y,2,2-3,Mixed,BOTH,HIGH
688,LPMA,Cristiano Ronaldo International Airport,FNC,large_airport,Funchal,yes,PT-30,PT,Y,2,2-3,Mixed,BOTH,HIGH
689,UIUU,Baikal International Airport,UUD,large_airport,Ulan Ude,yes,RU-BU,RU,Y,1,1,NDB Family,BOTH,LOW
690,DFOY,Aribinda Airport,XAR,small_airport,Aribinda,no,BF-SOM,BF,N,0,0,No Navaid,UNKNOWN,UNKNOWN
691,FOOR,Lastourville Airport,LTL,small_airport,Lastourville,no,GA-7,GA,Y,1,1,NDB Family,BOTH,MEDIUM
692,WIME,Aek Godang Airport,AEG,medium_airport,Padang Sidempuan,no,ID-SU,ID,Y,1,1,NDB Family,BOTH,MEDIUM
693,SDUB,Ubatuba Gastão Madeira State Airport,UBT,small_airport,Ubatuba,no,BR-SP,BR,Y,1,1,NDB Family,LO,MEDIUM
694,K37V,Arapahoe Municipal Airport,AHF,small_airport,Arapahoe,no,US-NE,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
695,KBVI,Beaver County Airport,BFP,medium_airport,Beaver Falls,no,US-PA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
696,SBCA,Coronel Adalberto Mendes da Silva Airport,CAC,medium_airport,Cascavel,yes,BR-PR,BR,Y,1,1,NDB Family,LO,MEDIUM
697,AGGH,Honiara International Airport,HIR,large_airport,Honiara,yes,SB-GU,SB,Y,2,2-3,Mixed,BOTH,HIGH
698,FBLO,Lobatse Airport,LOQ,small_airport,Lobatse,no,BW-LO,BW,N,0,0,No Navaid,UNKNOWN,UNKNOWN
699,AYKQ,Kagi Airport,KGW,small_airport,Kagi,no,PG-CPM,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
700,KAHN,Athens Ben Epps Airport,AHN,medium_airport,Athens,no,US-GA,US,Y,2,2-3,Mixed,BOTH,MEDIUM
701,CYVV,Wiarton Airport,YVV,medium_airport,Wiarton,yes,CA-ON,CA,Y,1,1,Radio Nav,BOTH,HIGH
702,KIMM,Immokalee Regional Airport,IMM,small_airport,Immokalee,no,US-FL,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
703,KEWB,New Bedford Regional Airport,EWB,medium_airport,New Bedford,yes,US-MA,US,Y,1,1,NDB Family,TERMINAL,LOW
704,FOOG,Port Gentil International Airport,POG,large_airport,Port Gentil,yes,GA-8,GA,Y,1,1,Radio Nav,LO,HIGH
705,CYLD,Chapleau Airport,YLD,medium_airport,Chapleau,no,CA-ON,CA,Y,1,1,NDB Family,LO,MEDIUM
706,WAON,Warukin Airport,TJG,medium_airport,Tanta-Tabalong,yes,ID-KS,ID,Y,1,1,NDB Family,BOTH,MEDIUM
707,OJAM,Marka International (Amman Civil) Airport,ADJ,large_airport,Amman,yes,JO-AM,JO,Y,2,2-3,Mixed,LO,MEDIUM
708,ENDU,Bardufoss Airport,BDU,medium_airport,Målselv,yes,NO-55,NO,Y,6,4+,Mixed,RNAV,HIGH
709,SVS,Stevens Village Airport,SVS,small_airport,Stevens Village,yes,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
710,WMBT,Tioman Airport,TOD,medium_airport,Tioman Island,yes,MY-06,MY,Y,1,1,Radio Nav,BOTH,HIGH
711,VEMH,Malda Airport,LDA,small_airport,Malda,no,IN-WB,IN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
712,LESO,San Sebastián Airport,EAS,medium_airport,Hondarribia,yes,ES-PV,ES,Y,2,2-3,Mixed,RNAV,MEDIUM
713,KRIC,Richmond International Airport,RIC,large_airport,Richmond,yes,US-VA,US,Y,1,1,Radio Nav,BOTH,HIGH
714,KMCN,Middle Georgia Regional Airport,MCN,medium_airport,Macon,yes,US-GA,US,Y,2,2-3,Mixed,TERMINAL,HIGH
715,CYSM,Fort Smith Airport,YSM,medium_airport,Fort Smith,yes,CA-NT,CA,Y,2,2-3,Mixed,BOTH,HIGH
716,CYBD,Bella Coola Airport,QBC,medium_airport,Bella Coola,yes,CA-BC,CA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
717,KCVS,Cannon Air Force Base,CVS,medium_airport,Clovis,no,US-NM,US,Y,1,1,Radio Nav,BOTH,MEDIUM
718,KBUR,Bobe Hope / Hollywood Burbank Airport,BUR,large_airport,Burbank,yes,US-CA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
719,NTGC,Tikehau Airport,TIH,medium_airport,Tuherahera,yes,PF-U-A,PF,N,0,0,No Navaid,UNKNOWN,UNKNOWN
720,YGTN,Georgetown Airport,GTT,small_airport,Georgetown,no,AU-QLD,AU,Y,1,1,NDB Family,BOTH,LOW
721,AYUI,Buin Airport,UBI,small_airport,Buin,no,PG-NSB,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
722,EGPC,Wick John O'Groats Airport,WIC,medium_airport,Wick,yes,GB-SCT,GB,Y,2,2-3,Mixed,TERMINAL,HIGH
723,13Z,Loring Seaplane Base,WLR,seaplane_base,Loring,no,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
724,DNAK,Akure Airport,AKR,medium_airport,Akure,yes,NG-ON,NG,Y,1,1,NDB Family,LO,MEDIUM
725,HAMK,Alula Aba Nega Airport,MQX,medium_airport,Mekele,yes,ET-TI,ET,Y,2,2-3,Mixed,BOTH,HIGH
726,EGWU,RAF Northolt,NHT,medium_airport,"Northolt, Greater London",no,GB-ENG,GB,Y,1,1,NDB Family,LO,LOW
727,CYQL,Lethbridge County Airport,YQL,medium_airport,Lethbridge,yes,CA-AB,CA,Y,2,2-3,Mixed,LO,HIGH
728,LLEY,Ein Yahav Airfield,EIY,small_airport,Sapir,no,IL-D,IL,N,0,0,No Navaid,UNKNOWN,UNKNOWN
729,OPRK,Shaikh Zaid Airport,RYK,medium_airport,Rahim Yar Khan,yes,PK-PB,PK,Y,2,2-3,Mixed,BOTH,HIGH
730,AGGR,Rennell/Tingoa Airport,RNL,small_airport,Rennell Island,yes,SB-RB,SB,N,0,0,No Navaid,UNKNOWN,UNKNOWN
731,UTTZ,Zomin Airport,OMN,medium_airport,Zaamin,yes,UZ-JI,UZ,N,0,0,No Navaid,UNKNOWN,UNKNOWN
732,UNKNOWN,La Guaira Airport,LAG,Unknown,Unknown,unknown,UNKNOWN,VE,N,0,0,No Navaid,UNKNOWN,UNKNOWN
733,YWKB,Warracknabeal Airport,WKB,medium_airport,Unknown,no,AU-VIC,AU,Y,1,1,NDB Family,BOTH,HIGH
734,SLLP,El Alto International Airport,LPB,large_airport,La Paz / El Alto,yes,BO-L,BO,Y,2,2-3,Mixed,BOTH,HIGH
735,UNKNOWN,Decatur HI-Way Airfield,DCR,Unknown,Unknown,unknown,UNKNOWN,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
736,KMNN,Marion Municipal Airport,MNN,small_airport,Marion,no,US-OH,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
737,MMCZ,Cozumel International Airport,CZM,large_airport,Cozumel,yes,MX-ROO,MX,Y,2,2-3,Mixed,BOTH,HIGH
738,KMMU,Morristown Municipal Airport,MMU,medium_airport,Morristown,no,US-NJ,US,Y,2,2-3,NDB Family,TERMINAL,LOW
739,KDRO,Durango La Plata County Airport,DRO,medium_airport,Durango,yes,US-CO,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
740,SBCI,Brig. Lysias Augusto Rodrigues Airport,CLN,medium_airport,Carolina,no,BR-MA,BR,Y,2,2-3,Mixed,BOTH,HIGH
741,KFOE,Topeka Regional Airport,FOE,medium_airport,Topeka,no,US-KS,US,Y,3,2-3,Mixed,TERMINAL,MEDIUM
742,HTMT,Mtwara Airport,MYW,medium_airport,Mtwara,yes,TZ-17,TZ,Y,1,1,NDB Family,BOTH,HIGH
743,SB-VIU,Viru Harbour Airstrip,VIU,small_airport,Viru,no,SB-WE,SB,N,0,0,No Navaid,UNKNOWN,UNKNOWN
744,KE14,Ohkay Owingeh Airport,ESO,small_airport,Espanola,no,US-NM,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
745,ENBR,"Bergen Airport, Flesland",BGO,large_airport,Bergen,yes,NO-46,NO,Y,5,4+,Mixed,BOTH,HIGH
746,SKBU,Gerardo Tobar López Airport,BUN,medium_airport,Buenaventura,yes,CO-VAC,CO,Y,1,1,Radio Nav,BOTH,HIGH
747,YTBR,Timber Creek Airport,TBK,small_airport,Unknown,no,AU-NT,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
748,WASU,Kambuaya Airport,KBX,small_airport,Kambuaya-Papua Island,no,ID-PD,ID,N,0,0,No Navaid,UNKNOWN,UNKNOWN
749,YMAV,Melbourne Avalon International Airport,AVV,large_airport,Geelong/Melbourne,yes,AU-VIC,AU,Y,3,2-3,Mixed,BOTH,HIGH
750,VNKT,Tribhuvan International Airport,KTM,large_airport,Kathmandu,yes,NP-P3,NP,Y,3,2-3,Mixed,BOTH,HIGH
751,UNKNOWN,Palmas del Mar Airstrip,PPD,Unknown,Unknown,unknown,UNKNOWN,PR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
752,MYLS,Stella Maris Airport,SML,medium_airport,Stella Maris,yes,BS-LI,BS,Y,1,1,NDB Family,BOTH,MEDIUM
753,EDHN,Neumünster Airport,EUM,small_airport,Neumünster,no,DE-SH,DE,N,0,0,No Navaid,UNKNOWN,UNKNOWN
754,NGTM,Tamana Island Airport,TMN,small_airport,Tamana Island,no,KI-G,KI,N,0,0,No Navaid,UNKNOWN,UNKNOWN
755,KELY,Ely Airport Yelland Field,ELY,medium_airport,Ely,no,US-NV,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
756,LIPH,Treviso Airport,TSF,large_airport,Treviso (TV),yes,IT-34,IT,Y,1,1,NDB Family,LO,LOW
757,BZ-BCV,Hector Silva Airstrip,BCV,small_airport,Belmopan,no,BZ-CY,BZ,N,0,0,No Navaid,UNKNOWN,UNKNOWN
758,MMLO,Guanajuato International Airport,BJX,large_airport,Silao,yes,MX-GUA,MX,Y,1,1,Radio Nav,BOTH,HIGH
759,HUJI,Jinja Airport,JIN,small_airport,Jinja,no,UG-E,UG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
760,YBRU,Brunette Downs Airport,BTD,small_airport,Unknown,no,AU-NT,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
761,LEVD,Valladolid Airport,VLL,medium_airport,Valladolid,yes,ES-CL,ES,Y,2,2-3,Mixed,BOTH,HIGH
762,KCAE,Columbia Metropolitan Airport,CAE,large_airport,Columbia,yes,US-SC,US,Y,1,1,NDB Family,TERMINAL,LOW
763,TJMZ,Eugenio Maria De Hostos Airport,MAZ,medium_airport,Mayaguez,yes,PR-U-A,PR,Y,1,1,Radio Nav,BOTH,MEDIUM
764,KJEF,Jefferson City Memorial Airport,JEF,small_airport,Jefferson City,no,US-MO,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
765,ZHHH,Wuhan Tianhe International Airport,WUH,large_airport,Wuhan (Huangpi),yes,CN-42,CN,Y,4,4+,Mixed,BOTH,HIGH
766,GOTB,Bakel Airport,BXE,medium_airport,Bakel,no,SN-TC,SN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
767,WMKI,Sultan Azlan Shah Airport,IPH,large_airport,Ipoh,yes,MY-08,MY,Y,2,2-3,Radio Nav,BOTH,HIGH
768,VNPL,Phaplu Airport,PPL,small_airport,Phaplu,no,NP-P1,NP,N,0,0,No Navaid,UNKNOWN,UNKNOWN
769,KHSV,Huntsville International Airport,HSV,large_airport,Huntsville,yes,US-AL,US,Y,1,1,NDB Family,TERMINAL,LOW
770,HGT,Tusi (Hunter Liggett) Army Heliport,HGT,heliport,Jolon,no,US-CA,US,Y,2,2-3,Mixed,BOTH,MEDIUM
771,VLLB,Luang Phabang International Airport,LPQ,large_airport,Luang Phabang,yes,LA-LP,LA,Y,2,2-3,Mixed,BOTH,HIGH
772,LTBD,Aydın Çıldır Airport,CII,small_airport,Aydın,no,TR-09,TR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
773,LTAS,Zonguldak Çaycuma Airport,ONQ,medium_airport,Zonguldak,yes,TR-67,TR,Y,1,1,NDB Family,BOTH,LOW
774,FMSY,Ampanihy Airport,AMP,small_airport,Ampanihy,no,MG-U,MG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
775,SVCR,José Leonardo Chirinos Airport,CZE,medium_airport,Coro,yes,VE-I,VE,Y,1,1,Radio Nav,BOTH,HIGH
776,DAUB,Biskra - Mohamed Khider Airport,BSK,large_airport,Biskra,yes,DZ-07,DZ,Y,1,1,Radio Nav,BOTH,HIGH
777,HRYI,Butare Airport,BTQ,small_airport,Butare,no,RW-05,RW,N,0,0,No Navaid,UNKNOWN,UNKNOWN
778,KE01,Roy Hurd Memorial Airport,MIF,small_airport,Monahans,no,US-TX,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
779,LICA,Lamezia Terme Sant'Eufemia International Airport,SUF,large_airport,Lamezia Terme (CZ),yes,IT-78,IT,Y,1,1,Radio Nav,LO,MEDIUM
780,LICJ,Falcone–Borsellino Airport,PMO,large_airport,Palermo,yes,IT-82,IT,Y,4,4+,Mixed,LO,HIGH
781,SKCV,Coveñas Airport,CVE,medium_airport,Coveñas,no,CO-SUC,CO,N,0,0,No Navaid,UNKNOWN,UNKNOWN
782,VRMT,Kaadedhdhoo Airport,KDM,medium_airport,Huvadhu Atoll,yes,MV-28,MV,Y,1,1,NDB Family,BOTH,MEDIUM
783,AYOV,Olsobip Airport,OLQ,small_airport,Olsobip,no,PG-WPD,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
784,RKNN,Gangneung Airport (K-18),KAG,medium_airport,Gangneung,no,KR-42,KR,Y,3,2-3,Radio Nav,BOTH,HIGH
785,LLBS,Beersheba (Teyman) Airport,BEV,small_airport,Beersheba,no,IL-D,IL,N,0,0,No Navaid,UNKNOWN,UNKNOWN
786,UNKNOWN,Latina Air Base,QLT,Unknown,Unknown,unknown,UNKNOWN,IT,N,0,0,No Navaid,UNKNOWN,UNKNOWN
787,SNIP,Itapetinga Airport,QIT,small_airport,Itapetinga,no,BR-BA,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
788,FMMZ,Ambatondrazaka Airport,WAM,small_airport,Ambatondrazaka,no,MG-A,MG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
789,PPX,Param Airport,PPX,small_airport,Nepesi,no,PG-MBA,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
790,BIRF,Rif Airport,OLI,medium_airport,Rif,no,IS-3,IS,Y,1,1,NDB Family,TERMINAL,LOW
791,SBBW,Barra do Garças Airport,BPG,medium_airport,Barra do Garças,no,BR-MT,BR,Y,2,2-3,Mixed,BOTH,HIGH
792,UNKNOWN,Bukhovtsi Airfield,TGV,Unknown,Unknown,unknown,UNKNOWN,BG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
793,HSFS,El Fasher Airport,ELF,medium_airport,El Fasher,yes,SD-02,SD,Y,2,2-3,Mixed,BOTH,HIGH
794,FZRA,Manono Airport,MNO,small_airport,Manono,no,CD-TA,CD,N,0,0,No Navaid,UNKNOWN,UNKNOWN
795,SAST,General Enrique Mosconi Airport,TTG,medium_airport,Tartagal,no,AR-A,AR,Y,1,1,NDB Family,TERMINAL,HIGH
796,LGKC,Kithira Airport,KIT,small_airport,Kithira Island,yes,GR-I,GR,Y,2,2-3,Mixed,TERMINAL,HIGH
797,KFVE,Northern Aroostook Regional Airport,WFK,small_airport,Frenchville,no,US-ME,US,Y,1,1,NDB Family,TERMINAL,LOW
798,SVPT,Palmarito Airport,PTM,medium_airport,Palmarito,no,VE-C,VE,N,0,0,No Navaid,UNKNOWN,UNKNOWN
799,K06U,Jackpot Airport/Hayden Field,KPT,small_airport,Jackpot,no,US-NV,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
800,ESSA,Stockholm-Arlanda Airport,ARN,large_airport,Stockholm,yes,SE-AB,SE,Y,5,4+,Mixed,BOTH,HIGH
801,SARP,Libertador Gral D Jose De San Martin Airport,PSS,medium_airport,Posadas,yes,AR-N,AR,Y,1,1,Radio Nav,BOTH,HIGH
802,ESGJ,Jönköping Airport,JKG,medium_airport,Jönköping,yes,SE-F,SE,Y,1,1,Radio Nav,BOTH,HIGH
803,VIJO,Jodhpur Airport,JDH,medium_airport,Jodhpur,yes,IN-RJ,IN,Y,2,2-3,Mixed,BOTH,HIGH
804,YNUB,Nullabor Motel Airport,NUR,small_airport,Unknown,no,AU-SA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
805,KHAF,Half Moon Bay Airport,HAF,small_airport,Half Moon Bay,no,US-CA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
806,KOLF,L M Clayton Airport,OLF,medium_airport,Wolf Point,yes,US-MT,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
807,FZQM,Kolwezi Airport,KWZ,medium_airport,Kolwezi,yes,CD-LU,CD,Y,1,1,NDB Family,BOTH,MEDIUM
808,EKVG,Vágar Airport,FAE,large_airport,Vágar,yes,FO-U-A,FO,Y,3,2-3,NDB Family,BOTH,HIGH
809,NTGB,Fangatau Airport,FGU,medium_airport,Fangatau,yes,PF-U-A,PF,Y,1,1,NDB Family,TERMINAL,HIGH
810,VN-0018,Long Thanh International Airport (Under Construction),LTH,large_airport,Ho Chi Minh City (Long Thanh),no,VN-SE,VN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
811,YAUV,Auvergne Airport,AVG,small_airport,Auvergne Station,no,AU-NT,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
812,MYCC,Cat Cay Airport,CXY,small_airport,North Cat Cay,no,BS-BI,BS,N,0,0,No Navaid,UNKNOWN,UNKNOWN
813,KALS,San Luis Valley Regional Airport/Bergman Field,ALS,medium_airport,Alamosa,yes,US-CO,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
814,FCBB,Maya-Maya International Airport,BZV,large_airport,Brazzaville,yes,CG-12,CG,Y,1,1,Radio Nav,BOTH,HIGH
815,KREO,Rome State Airport,REO,small_airport,Rome,no,US-OR,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
816,SPMF,Mayor PNP Nancy Flores Paucar Airport,MZA,small_airport,Mazamari,no,PE-JUN,PE,N,0,0,No Navaid,UNKNOWN,UNKNOWN
817,KTUS,Tucson International Airport,TUS,large_airport,Tucson,yes,US-AZ,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
818,YLIM,Limbunya Airport,LIB,small_airport,Limbunya,no,AU-NT,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
819,SCCQ,Tambillos Airport,COW,small_airport,Coquimbo,no,CL-CO,CL,N,0,0,No Navaid,UNKNOWN,UNKNOWN
820,MYS,Moyale Airport,MYS,small_airport,Moyale,no,ET-OR,ET,N,0,0,No Navaid,UNKNOWN,UNKNOWN
821,GVAN,Agostinho Neto Airport,NTO,small_airport,Ponta do Sol,no,CV-B,CV,N,0,0,No Navaid,UNKNOWN,UNKNOWN
822,LOWL,Linz-Hörsching Airport,LNZ,large_airport,Linz,yes,AT-4,AT,N,0,0,No Navaid,UNKNOWN,UNKNOWN
823,EYKA,Kaunas International Airport,KUN,large_airport,Kaunas,yes,LT-KU,LT,Y,2,2-3,Mixed,BOTH,HIGH
824,KASG,Springdale Municipal Airport,SPZ,small_airport,Springdale,no,US-AR,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
825,KRDG,Reading Regional Airport (Carl A Spaatz Field),RDG,medium_airport,Reading,no,US-PA,US,Y,1,1,NDB Family,TERMINAL,LOW
