navaid_id,filename,ident,navaid_name,navaid_type,iso_country,usage_type,power,associated_airport
88203,Hoagy_NDB_US,FW,Hoagy,NDB,US,TERMINAL,LOW,KFWA
88204,Fort_Wayne_VORTAC_US,FWA,Fort Wayne,VORTAC,US,BOTH,HIGH,KFWA
88205,Wayne_County_NDB_US,FWC,Wayne County,NDB,US,LO,LOW,
88206,Furstenwalde_VOR-DME_DE,FWE,Furstenwalde,VOR-DME,DE,BOTH,HIGH,
88207,Praiz_NDB_US,FX,Praiz,NDB,US,TERMINAL,LOW,
88208,Cayenne_NDB_GF,FXC,Cayenne,NDB,GF,BOTH,MEDIUM,SOCA
88209,Europa_NDB_FR,FXE,Europa,NDB,FR,BOTH,HIGH,
88210,Juan_De_Nova_NDB_AQ,FXJ,Juan De Nova,NDB,AQ,BOTH,HIGH,
88211,Iconi_NDB_KM,FXM,Iconi,NDB,KM,BOTH,HIGH,KM-0001
88212,St_Denis_Gillot_NDB_RE,FXR,St Denis Gillot,NDB,RE,TERMINAL,MEDIUM,FMEE
88213,Tromelin_NDB_AQ,FXT,Tromelin,NDB,AQ,BOTH,HIGH,
88214,Polk_VORTAC_US,FXU,Polk,VORTAC,US,LO,LOW,KPOE
88215,Forest_City_NDB_US,FXY,Forest City,NDB,US,TERMINAL,LOW,
88216,Grande_Glorieuse_NDB_AQ,FXZ,Grande Glorieuse,NDB,AQ,BOTH,HIGH,
88217,Ferry_NDB_NZ,FY,Ferry,NDB,NZ,BOTH,MEDIUM,
88218,Somerville_NDB_US,FYE,Somerville,NDB,US,TERMINAL,LOW,
88219,Fayoum_VOR-DME_EG,FYM,Fayoum,VOR-DME,EG,BOTH,HIGH,
88220,Fort_Yukon_VORTAC_US,FYU,Fort Yukon,VORTAC,US,BOTH,HIGH,PFYU
88221,Fuyu_VOR-DME_CN,FYU,Fuyu,VOR-DME,CN,BOTH,HIGH,ZYHB
88222,Tunli_NDB_CN,FZ,Tunli,NDB,CN,BOTH,HIGH,CN-0443
88223,Eaves_NDB_US,FZ,Eaves,NDB,US,TERMINAL,LOW,KSUS
88224,Fostoria_NDB_US,FZI,Fostoria,NDB,US,TERMINAL,LOW,
88225,Wausau_NDB_US,FZK,Wausau,NDB,US,TERMINAL,LOW,
88226,Frankston_VOR-DME_US,FZT,Frankston,VOR-DME,US,LO,MEDIUM,
88227,Rio_Gallegos_NDB_AR,G,Rio Gallegos,NDB,AR,TERMINAL,LOW,SAWG
88228,General_Pico_NDB_AR,G,General Pico,NDB,AR,TERMINAL,LOW,
88229,Gorna_NDB_BG,G,Gorna,NDB,BG,TERMINAL,LOW,
88230,Ciego_De_Avila_NDB_CU,G,Ciego De Avila,NDB,CU,TERMINAL,LOW,
88231,Szeged_NDB_HU,G,Szeged,NDB,HU,TERMINAL,LOW,LHUD
88232,Vnukovo_NDB_RU,G,Vnukovo,NDB,RU,TERMINAL,LOW,
88233,Kryvyi_Rih_NDB_UA,G,Kryvyi Rih,NDB,UA,TERMINAL,LOW,
88234,Luhansk_NDB_UA,G,Luhansk,NDB,UA,TERMINAL,LOW,UA-9863
88235,La_Biche_River_NDB_CA,G6,La Biche River,NDB,CA,LO,LOW,CFP6
88236,Muyinga_NDB_BI,GA,Muyinga,NDB,BI,BOTH,LOW,
88237,Gardur_NDB_IS,GA,Gardur,NDB,IS,BOTH,LOW,BIHU
88238,Mataram_NDB_ID,GA,Mataram,NDB,ID,BOTH,MEDIUM,ID-0319
88239,Garissa_NDB_KE,GA,Garissa,NDB,KE,HI,MEDIUM,HKGA
88240,Altai_NDB_MN,GA,Altai,NDB,MN,BOTH,MEDIUM,ZMAT
88241,Goroka_NDB_PG,GA,Goroka,NDB,PG,BOTH,LOW,AYGA
88242,Naryan-Mar_NDB_RU,GA,Naryan-Mar,NDB,RU,BOTH,HIGH,
88243,Gabes_VOR-DME_TN,GAB,Gabes,VOR-DME,TN,BOTH,HIGH,DTTG
88244,Gabi_NDB_BR,GAB,Gabi,NDB,BR,LO,MEDIUM,SBJV
88245,Gacko_NDB_BA,GAC,Gacko,NDB,BA,BOTH,LOW,
88246,Ghadames_VOR-DME_LY,GAD,Ghadames,VOR-DME,LY,BOTH,HIGH,HLTD
88247,Gadsden_VOR-DME_US,GAD,Gadsden,VOR-DME,US,LO,MEDIUM,
88248,Gafsa_VOR-DME_TN,GAF,Gafsa,VOR-DME,TN,LO,LOW,DTTF
88249,Gage_VORTAC_US,GAG,Gage,VORTAC,US,BOTH,HIGH,
88250,Gaillac_VOR_FR,GAI,Gaillac,VOR,FR,BOTH,HIGH,LFCI
88251,Gaithersburg_NDB_US,GAI,Gaithersburg,NDB,US,TERMINAL,LOW,
88252,Sioux_Gateway_NDB_US,GAK,Sioux Gateway,NDB,US,TERMINAL,LOW,KSUX
88253,Galena_VORTAC_US,GAL,Galena,VORTAC,US,BOTH,HIGH,PAGA
88254,Rio_Gallegos_VOR-DME_AR,GAL,Rio Gallegos,VOR-DME,AR,BOTH,HIGH,SAWG
88255,Rio_Gallegos_NDB_AR,GAL,Rio Gallegos,NDB,AR,BOTH,HIGH,SAWG
88256,Giallo_NDB_LY,GAL,Giallo,NDB,LY,BOTH,HIGH,
88257,Gamston_VOR-DME_GB,GAM,Gamston,VOR-DME,GB,BOTH,HIGH,EGNE
88258,Gambell_NDB-DME_US,GAM,Gambell,NDB-DME,US,BOTH,LOW,PAGM
88259,Gan_Island_VOR-DME_MV,GAN,Gan Island,VOR-DME,MV,BOTH,HIGH,VRMG
88260,Gao_VOR_ML,GAO,Gao,VOR,ML,BOTH,HIGH,GAGO
88261,Nanchong_VOR-DME_CN,GAO,Nanchong,VOR-DME,CN,BOTH,HIGH,
88262,Garitsa_VOR-DME_GR,GAR,Garitsa,VOR-DME,GR,TERMINAL,LOW,LGKR
88263,Garissa_VOR-DME_KE,GAR,Garissa,VOR-DME,KE,BOTH,HIGH,HKGA
88264,Garristown_NDB_IE,GAR,Garristown,NDB,IE,BOTH,LOW,EIDW
88265,Gassim_VORTAC_SA,GAS,Gassim,VORTAC,SA,BOTH,HIGH,OEGS
88266,Gallipolis_NDB_US,GAS,Gallipolis,NDB,US,TERMINAL,LOW,
88267,Grasmere_VOR_ZA,GAV,Grasmere,VOR,ZA,BOTH,HIGH,
88268,Gustavus_NDB_US,GAV,Gustavus,NDB,US,BOTH,MEDIUM,PAGS
88269,Gayndah_NDB_AU,GAY,Gayndah,NDB,AU,BOTH,MEDIUM,YGAY
88270,Gaziantep_VOR-DME_TR,GAZ,Gaziantep,VOR-DME,TR,BOTH,HIGH,LTAJ
88271,Gazoldo_NDB_IT,GAZ,Gazoldo,NDB,IT,LO,LOW,
88272,Oguzeli_NDB_TR,GAZ,Oguzeli,NDB,TR,TERMINAL,LOW,LTAJ
88273,Gboko_VOR-DME_NG,GB,Gboko,VOR-DME,NG,LO,MEDIUM,DNAA
88274,Great_Barrier_NDB_NZ,GB,Great Barrier,NDB,NZ,BOTH,MEDIUM,NZGB
88275,Volchanka_NDB_RU,GB,Volchanka,NDB,RU,BOTH,HIGH,
88276,Plazz_NDB_US,GB,Plazz,NDB,US,TERMINAL,LOW,KBUF
88277,Babsy_NDB_US,GB,Babsy,NDB,US,TERMINAL,LOW,
88278,Gibraltar_NDB_AU,GBA,Gibraltar,NDB,AU,BOTH,LOW,
88279,General_Belgrano_VOR_AR,GBE,General Belgrano,VOR,AR,BOTH,HIGH,
88280,Goboh_VOR-DME_JP,GBE,Goboh,VOR-DME,JP,BOTH,HIGH,
88281,Gaborone_NDB_BW,GBE,Gaborone,NDB,BW,BOTH,MEDIUM,FBSK
88282,Gobe_NDB-DME_PG,GBE,Gobe,NDB-DME,PG,BOTH,LOW,
88283,Galesburg_VOR-DME_US,GBG,Galesburg,VOR-DME,US,LO,LOW,
88284,Gleichenberg_NDB_AT,GBG,Gleichenberg,NDB,AT,BOTH,LOW,
88285,Galbraith_Lake_NDB_US,GBH,Galbraith Lake,NDB,US,LO,LOW,PAGB
88286,Golbasi_NDB_TR,GBI,Golbasi,NDB,TR,LO,LOW,
88287,Giebelstadt_TACAN_DE,GBL,Giebelstadt,TACAN,DE,BOTH,HIGH,
88288,Gabarone_NDB_BW,GBL,Gabarone,NDB,BW,BOTH,LOW,
88289,Giebelstadt_NDB_DE,GBL,Giebelstadt,NDB,DE,TERMINAL,LOW,
88290,Gila_Bend_VORTAC_US,GBN,Gila Bend,VORTAC,US,BOTH,HIGH,
88291,Gibraltar_TACAN_GI,GBR,Gibraltar,TACAN,GI,BOTH,HIGH,LXGB
88292,Great_Barrington_NDB_US,GBR,Great Barrington,NDB,US,TERMINAL,LOW,
88293,Gaborone_VOR-DME_BW,GBV,Gaborone,VOR-DME,BW,BOTH,HIGH,FBSK
88294,Grand_Bay_VOR-DME_MU,GBY,Grand Bay,VOR-DME,MU,TERMINAL,LOW,FIMP
88295,Graciosa_NDB_PT,GC,Graciosa,NDB,PT,BOTH,HIGH,LPGR
88296,Grand_Central_NDB_ZA,GC,Grand Central,NDB,ZA,BOTH,MEDIUM,FAGC
88297,Pieve_NDB_US,GC,Pieve,NDB,US,TERMINAL,LOW,KGCK
88298,Deryk_NDB_US,GC,Deryk,NDB,US,LO,LOW,
88299,Gillette_VOR-DME_US,GCC,Gillette,VOR-DME,US,LO,HIGH,
88300,Garden_City_VORTAC_US,GCK,Garden City,VORTAC,US,BOTH,HIGH,KGCK
88301,Grand_Cayman_VOR-DME_KY,GCM,Grand Cayman,VOR-DME,KY,BOTH,HIGH,MWCR
88302,Grand_Canyon_VOR-DME_US,GCN,Grand Canyon,VOR-DME,US,LO,MEDIUM,KGCN
92084,Chicago O'Hare_DME_US,GCO,Chicago O'Hare,DME,US,TERMINAL,MEDIUM,KORD
88303,Glacier_River_NDB_US,GCR,Glacier River,NDB,US,LO,MEDIUM,PACV
88304,Guthrie_Center_NDB_US,GCT,Guthrie Center,NDB,US,TERMINAL,LOW,
88305,Greene_County_VORTAC_US,GCV,Greene County,VORTAC,US,BOTH,HIGH,K2R0
88306,Goderich_NDB_CA,GD,Goderich,NDB,CA,LO,LOW,CYGD
88307,Guadalajara_NDB_MX,GD,Guadalajara,NDB,MX,TERMINAL,MEDIUM,MMGL
88308,Gwadar_NDB_PK,GD,Gwadar,NDB,PK,BOTH,MEDIUM,OPGW
88309,Maloye_Skuratovo_NDB_RU,GD,Maloye Skuratovo,NDB,RU,BOTH,HIGH,
88310,Granada_VOR-DME_ES,GDA,Granada,VOR-DME,ES,LO,HIGH,LEGR
88311,Alexandria_NDB_GR,GDA,Alexandria,NDB,GR,TERMINAL,LOW,LGAX
88312,Gdansk_NDB_PL,GDA,Gdansk,NDB,PL,LO,MEDIUM,EPGD
88313,Al_Ghaidah_NDB_YE,GDA,Al Ghaidah,NDB,YE,BOTH,HIGH,OYGD
88314,Goodhue_NDB_US,GDE,Goodhue,NDB,US,TERMINAL,LOW,
88315,Gunnedah_NDB_AU,GDH,Gunnedah,NDB,AU,BOTH,LOW,YGDH
88316,Goondiwindi_NDB_AU,GDI,Goondiwindi,NDB,AU,BOTH,MEDIUM,YGDI
88317,Guadalajara_VOR-DME_MX,GDL,Guadalajara,VOR-DME,MX,BOTH,HIGH,MMGL
88318,Gardner_VORTAC_US,GDM,Gardner,VORTAC,US,LO,MEDIUM,
88319,Guadalupe_NDB_BR,GDP,Guadalupe,NDB,BR,LO,MEDIUM,SNGD
88320,Ghadames_NDB_LY,GDS,Ghadames,NDB,LY,BOTH,HIGH,HLTD
88321,Gran_Canaria_VOR-DME_ES,GDV,Gran Canaria,VOR-DME,ES,BOTH,HIGH,GCLP
88322,Glendive_NDB_US,GDV,Glendive,NDB,US,LO,MEDIUM,
88323,Wiggins_NDB_US,GDW,Wiggins,NDB,US,TERMINAL,LOW,
88324,Godby_NDB_FI,GDY,Godby,NDB,FI,LO,LOW,
88325,Khabarovsk_NDB_RU,GE,Khabarovsk,NDB,RU,TERMINAL,MEDIUM,UHHH
88326,Kursk_NDB_RU,GE,Kursk,NDB,RU,TERMINAL,HIGH,UUOK
88327,Greyton_NDB_ZA,GE,Greyton,NDB,ZA,BOTH,MEDIUM,
88328,Getafe_NDB_ES,GE,Getafe,NDB,ES,BOTH,LOW,LEGT
88329,Gatwick_NDB_GB,GE,Gatwick,NDB,GB,TERMINAL,LOW,EGKK
88330,Helmiaziv_NDB_UA,GE,Helmiaziv,NDB,UA,BOTH,HIGH,
88331,Phort_NDB_US,GE,Phort,NDB,US,TERMINAL,MEDIUM,KGEG
88332,Gedern_VORTAC_DE,GED,Gedern,VORTAC,DE,BOTH,HIGH,
88333,Geneseo_VOR-DME_US,GEE,Geneseo,VOR-DME,US,LO,MEDIUM,
88334,Greenville_VORTAC_US,GEF,Greenville,VORTAC,US,LO,MEDIUM,FL12
88335,Spokane_VORTAC_US,GEG,Spokane,VORTAC,US,BOTH,HIGH,
88336,Geraldton_VOR-DME_AU,GEL,Geraldton,VOR-DME,AU,BOTH,HIGH,YGEL
88337,Geraldton_NDB_AU,GEL,Geraldton,NDB,AU,BOTH,HIGH,YGEL
88338,Gemerek_VOR-DME_TR,GEM,Gemerek,VOR-DME,TR,BOTH,HIGH,
88339,Gemena_NDB_CD,GEM,Gemena,NDB,CD,BOTH,MEDIUM,FZFK
88340,Genova_VOR-DME_IT,GEN,Genova,VOR-DME,IT,BOTH,HIGH,LIMJ
88341,Genova_NDB_IT,GEN,Genova,NDB,IT,LO,LOW,LIMJ
88342,Georgetown_NDB_US,GEO,Georgetown,NDB,US,TERMINAL,LOW,59OH
88343,Gopher_VORTAC_US,GEP,Gopher,VORTAC,US,BOTH,HIGH,
88344,Villa_Gesell_NDB_AR,GES,Villa Gesell,NDB,AR,LO,HIGH,SAZV
88345,Antalya_NDB_TR,GEY,Antalya,NDB,TR,TERMINAL,LOW,LTAI
88346,Greybull_NDB_US,GEY,Greybull,NDB,US,TERMINAL,LOW,
88347,Aylesford_NDB_CA,GF,Aylesford,NDB,CA,BOTH,LOW,CYZX
88348,Grof_NDB_IS,GF,Grof,NDB,IS,TERMINAL,LOW,BIRK
88349,Hogaf_NDB_US,GF,Hogaf,NDB,US,TERMINAL,LOW,KCGF
88350,Ganse_NDB_US,GF,Ganse,NDB,US,TERMINAL,LOW,KGFL
88351,Hiser_NDB_US,GF,Hiser,NDB,US,TERMINAL,LOW,KGFK
88352,Birdy_NDB_US,GF,Birdy,NDB,US,TERMINAL,LOW,KAUS
88353,Grootfontein_NDB_NA,GF,Grootfontein,NDB,NA,BOTH,MEDIUM,FYGF
88354,Malmstrom_TACAN_US,GFA,Malmstrom,TACAN,US,BOTH,MEDIUM,KGFA
88355,Gullfaks_NDB-DME_NO,GFC,Gullfaks,NDB-DME,NO,BOTH,MEDIUM,
88356,Grand_Forks_VOR-DME_US,GFK,Grand Forks,VOR-DME,US,LO,HIGH,KGFK
88357,Glens_Falls_VORTAC_US,GFL,Glens Falls,VORTAC,US,LO,MEDIUM,KGFL
88358,Grafton_NDB_AU,GFN,Grafton,NDB,AU,BOTH,LOW,YGFN
88359,Goffs_VORTAC_US,GFS,Goffs,VORTAC,US,LO,MEDIUM,1L4
88360,Gifu_TACAN_JP,GFT,Gifu,TACAN,JP,BOTH,HIGH,RJNG
88361,Grootfontein_VOR-DME_NA,GFV,Grootfontein,VOR-DME,NA,BOTH,HIGH,FYGF
88362,Greenfield_NDB_US,GFZ,Greenfield,NDB,US,TERMINAL,LOW,
88363,Ngong_NDB_KE,GG,Ngong,NDB,KE,BOTH,LOW,HKJK
88364,Bucha_NDB_KP,GG,Bucha,NDB,KP,BOTH,MEDIUM,
88365,Vnukovo_NDB_RU,GG,Vnukovo,NDB,RU,TERMINAL,MEDIUM,UUWW
88366,Bratsk_NDB_RU,GG,Bratsk,NDB,RU,TERMINAL,MEDIUM,UIBB
88367,George_NDB_ZA,GG,George,NDB,ZA,BOTH,MEDIUM,FAGG
88368,Veels_NDB_US,GG,Veels,NDB,US,TERMINAL,MEDIUM,KGGG
88369,Gagnoa_NDB_CI,GGA,Gagnoa,NDB,CI,BOTH,MEDIUM,DIGA
88370,Gulbarga_VOR-DME_IN,GGB,Gulbarga,VOR-DME,IN,BOTH,MEDIUM,
88371,Gaya_VOR-DME_IN,GGC,Gaya,VOR-DME,IN,BOTH,HIGH,VEGY
88372,Georgetown_NDB_US,GGE,Georgetown,NDB,US,TERMINAL,LOW,
88373,Grant_NDB_US,GGF,Grant,NDB,US,TERMINAL,LOW,
88374,Gregg_Co_VORTAC_US,GGG,Gregg Co,VORTAC,US,LO,MEDIUM,
88375,Grinnell_NDB_US,GGI,Grinnell,NDB,US,TERMINAL,LOW,
88376,Mayfield_NDB_US,GGK,Mayfield,NDB,US,TERMINAL,LOW,
88377,Geiger_Lake_NDB_US,GGL,Geiger Lake,NDB,US,TERMINAL,LOW,KTIX
88378,Gorgan_VOR-DME_IR,GGN,Gorgan,VOR-DME,IR,BOTH,HIGH,OING
88379,Gorgan_NDB_IR,GGN,Gorgan,NDB,IR,TERMINAL,LOW,OING
88380,Goa_VOR-DME_IN,GGO,Goa,VOR-DME,IN,BOTH,HIGH,VOGO
88381,Logansport_NDB_US,GGP,Logansport,NDB,US,TERMINAL,LOW,
88382,Georgetown_VORTAC_US,GGT,Georgetown,VORTAC,US,LO,MEDIUM,
88383,Guwahati_VOR-DME_IN,GGT,Guwahati,VOR-DME,IN,BOTH,HIGH,VEGT
88384,Guaratingueta_NDB_BR,GGT,Guaratingueta,NDB,BR,BOTH,MEDIUM,SBGW
88385,Prague_NDB_US,GGU,Prague,NDB,US,TERMINAL,LOW,
88386,George_VOR-DME_ZA,GGV,George,VOR-DME,ZA,BOTH,HIGH,FAGG
88387,Glasgow_VOR-DME_US,GGW,Glasgow,VOR-DME,US,BOTH,HIGH,KGGW
88388,Gragg-Wade_NDB_US,GGY,Gragg-Wade,NDB,US,TERMINAL,LOW,
88389,Minsk-2_NDB_BY,GH,Minsk-2,NDB,BY,TERMINAL,LOW,UMMS
88390,Fort_Good_Hope_NDB_CA,GH,Fort Good Hope,NDB,CA,BOTH,MEDIUM,CYGH
88391,Godthab_Nuuk_NDB_GL,GH,Godthab/Nuuk,NDB,GL,BOTH,LOW,BGGH
88392,Gorakhpur_NDB_IN,GH,Gorakhpur,NDB,IN,BOTH,MEDIUM,VEGK
88393,Ashgabat_NDB_TM,GH,Ashgabat,NDB,TM,TERMINAL,MEDIUM,UTAA
88394,Ghardaia_VOR-DME_DZ,GHA,Ghardaia,VOR-DME,DZ,BOTH,MEDIUM,DAUG
88395,Ghardaia_NDB_DZ,GHA,Ghardaia,NDB,DZ,BOTH,LOW,DAUG
88396,Ghedi_TACAN_IT,GHE,Ghedi,TACAN,IT,BOTH,HIGH,LIPL
88397,Stonia_NDB_US,GHJ,Stonia,NDB,US,TERMINAL,LOW,
88398,Graham_VORTAC_US,GHM,Graham,VORTAC,US,LO,MEDIUM,
88399,Ghat_VOR-DME_LY,GHT,Ghat,VOR-DME,LY,BOTH,MEDIUM,HLRA
88400,Ghat_NDB_LY,GHT,Ghat,NDB,LY,BOTH,HIGH,HLGT
88401,Glenwood_NDB_US,GHW,Glenwood,NDB,US,TERMINAL,LOW,
88402,Graham_NDB_US,GHX,Graham,NDB,US,LO,LOW,
88403,Gitega_NDB_BI,GI,Gitega,NDB,BI,TERMINAL,LOW,HBBE
88404,Nias_NDB_ID,GI,Nias,NDB,ID,BOTH,MEDIUM,WIMB
88405,Giyani_NDB_ZA,GI,Giyani,NDB,ZA,BOTH,MEDIUM,
88406,Lyudao_NDB_TW,GI,Lyudao,NDB,TW,BOTH,MEDIUM,RCGI
88407,Conakry_VOR-DME_GN,GIA,Conakry,VOR-DME,GN,BOTH,HIGH,GUCY
88408,Gibb_River_NDB_AU,GIB,Gibb River,NDB,AU,BOTH,MEDIUM,
88409,Lyudao_VORTAC_TW,GID,Lyudao,VORTAC,TW,BOTH,HIGH,RCGI
88410,Gingin_NDB_AU,GIG,Gingin,NDB,AU,BOTH,HIGH,YGIG
88411,Gering_NDB_US,GIG,Gering,NDB,US,LO,LOW,KBFF
88412,Gipper_VORTAC_US,GIJ,Gipper,VORTAC,US,BOTH,HIGH,
88413,Giessen_NDB_DE,GIN,Giessen,NDB,DE,BOTH,LOW,
88414,Gioia_Del_Colle_TACAN_IT,GIO,Gioia Del Colle,TACAN,IT,BOTH,HIGH,LIBV
88415,Gioia_Del_Colle_NDB_IT,GIO,Gioia Del Colle,NDB,IT,BOTH,LOW,LIBV
88416,Girardot_VOR-DME_CO,GIR,Girardot,VOR-DME,CO,BOTH,HIGH,SKGI
88417,Gerona_VOR-DME_ES,GIR,Gerona,VOR-DME,ES,BOTH,HIGH,LEGE
88418,Coronaca_NDB_US,GIW,Coronaca,NDB,US,TERMINAL,LOW,
88419,Geilenkirchen_TACAN_DE,GIX,Geilenkirchen,TACAN,DE,BOTH,MEDIUM,ETNG
88420,Jazan_VORTAC_SA,GIZ,Jazan,VORTAC,SA,BOTH,HIGH,OEGN
88421,Laoliangcang_NDB_CN,GJ,Laoliangcang,NDB,CN,BOTH,MEDIUM,
88422,Gjogur_NDB_IS,GJ,Gjogur,NDB,IS,TERMINAL,LOW,BIGJ
88423,Gwalior_NDB_IN,GJ,Gwalior,NDB,IN,BOTH,MEDIUM,VIGR
88424,Guajara_NDB_BR,GJM,Guajara,NDB,BR,LO,MEDIUM,SBGM
88425,Pyongyang_VOR-DME_KP,GK,Pyongyang,VOR-DME,KP,BOTH,HIGH,ZKPY
88426,Minsk-1_NDB_BY,GK,Minsk-1,NDB,BY,TERMINAL,HIGH,BY-9935
88427,Gbenko_NDB_GN,GK,Gbenko,NDB,GN,BOTH,MEDIUM,
88428,Gong_Kedak_NDB_MY,GK,Gong Kedak,NDB,MY,BOTH,MEDIUM,WMGK
88429,Surgut_NDB_RU,GK,Surgut,NDB,RU,TERMINAL,MEDIUM,USRR
88430,Jembo_NDB_US,GK,Jembo,NDB,US,TERMINAL,LOW,KFSM
88431,Norge_NDB_US,GKB,Norge,NDB,US,LO,LOW,
88432,Ishigaki_VOR-DME_JP,GKE,Ishigaki,VOR-DME,JP,BOTH,HIGH,JP-3590
88433,Gulkana_VOR-DME_US,GKN,Gulkana,VOR-DME,US,BOTH,HIGH,PAGK
88434,La_Grande_Riviere_NDB_CA,GL,La Grande Riviere,NDB,CA,BOTH,MEDIUM,CYGL
88435,Aalborg_NDB_DK,GL,Aalborg,NDB,DK,LO,LOW,EKYT
88436,Nantes_NDB_FR,GL,Nantes,NDB,FR,BOTH,MEDIUM,LFRS
88437,Tegel_East_NDB_DE,GL,Tegel East,NDB,DE,TERMINAL,MEDIUM,DE-0876
88438,Galela_NDB_ID,GL,Galela,NDB,ID,BOTH,MEDIUM,WAMA
88439,Nizhnyaya_Pesha_NDB_RU,GL,Nizhnyaya Pesha,NDB,RU,BOTH,HIGH,
88440,Shugr_NDB_US,GL,Shugr,NDB,US,LO,LOW,
88441,Gladstone_VOR_AU,GLA,Gladstone,VOR,AU,RNAV,HIGH,YGLA
88442,Gladstone_NDB_AU,GLA,Gladstone,NDB,AU,BOTH,MEDIUM,YGLA
88443,Gland_NDB_CH,GLA,Gland,NDB,CH,BOTH,LOW,LSGG
88444,Glennallen_NDB_US,GLA,Glennallen,NDB,US,LO,MEDIUM,PAGK
88445,Goulburn_NDB_AU,GLB,Goulburn,NDB,AU,BOTH,LOW,YGLB
88446,Goodland_VORTAC_US,GLD,Goodland,VORTAC,US,BOTH,HIGH,
88447,Gainesville_NDB_US,GLE,Gainesville,NDB,US,TERMINAL,LOW,
88448,Glenfield_NDB_AU,GLF,Glenfield,NDB,AU,BOTH,HIGH,YSSY
88449,Greenville_VOR-DME_US,GLH,Greenville,VOR-DME,US,BOTH,MEDIUM,
88450,Glen_Innes_NDB_AU,GLI,Glen Innes,NDB,AU,BOTH,LOW,YGLI
88451,Guadalupe_VOR_US,GLJ,Guadalupe,VOR,US,TERMINAL,LOW,KSMX
88452,Gill_VORTAC_US,GLL,Gill,VORTAC,US,LO,HIGH,
88453,Goulimine_VOR_MA,GLM,Goulimine,VOR,MA,BOTH,HIGH,
88454,Guanlan_VOR-DME_CN,GLN,Guanlan,VOR-DME,CN,BOTH,HIGH,
88455,Gaylord_VOR-DME_US,GLR,Gaylord,VOR-DME,US,LO,MEDIUM,
88456,Giles_NDB_AU,GLS,Giles,NDB,AU,BOTH,HIGH,
88457,Galapagos_NDB_EC,GLS,Galapagos,NDB,EC,BOTH,HIGH,SEGS
88458,Galveston_NDB_US,GLS,Galveston,NDB,US,BOTH,HIGH,KGLS
88459,Galati_VOR-DME_RO,GLT,Galati,VOR-DME,RO,BOTH,HIGH,
88460,Galapagos_VOR-DME_EC,GLV,Galapagos,VOR-DME,EC,BOTH,HIGH,SEGS
88461,Glasgow_NDB_GB,GLW,Glasgow,NDB,GB,LO,LOW,EGPF
88462,Golden_Valley_NDB_US,GLY,Golden Valley,NDB,US,TERMINAL,LOW,KGLY
88463,Gualaquiza_NDB_EC,GLZ,Gualaquiza,NDB,EC,LO,MEDIUM,SEGZ
88464,Gyumri_NDB_AM,GM,Gyumri,NDB,AM,BOTH,MEDIUM,
88465,Gomel_NDB_BY,GM,Gomel,NDB,BY,TERMINAL,LOW,UMGG
88466,Fengning_NDB_CN,GM,Fengning,NDB,CN,BOTH,MEDIUM,
88467,Gambella_NDB_ET,GM,Gambella,NDB,ET,BOTH,MEDIUM,HAGM
88468,Goundam_NDB_ML,GM,Goundam,NDB,ML,BOTH,MEDIUM,
88469,Malaga_NDB_ES,GM,Malaga,NDB,ES,TERMINAL,LOW,
88470,Judky_NDB_US,GM,Judky,NDB,US,TERMINAL,LOW,
88471,Teels_NDB_US,GM,Teels,NDB,US,TERMINAL,LOW,KMKE
88472,Gengma_VOR-DME_CN,GMA,Gengma,VOR-DME,CN,BOTH,HIGH,
88473,Mahn_NDB_US,GMA,Mahn,NDB,US,TERMINAL,LOW,
88474,Germinghausen_VOR-DME_DE,GMH,Germinghausen,VOR-DME,DE,BOTH,HIGH,
88475,Kiyikislacik_VOR-DME_TR,GML,Kiyikislacik,VOR-DME,TR,TERMINAL,MEDIUM,LTFE
88476,Gorman_VORTAC_US,GMN,Gorman,VORTAC,US,LO,MEDIUM,
88477,Gormanston_NDB-DME_IE,GMN,Gormanston,NDB-DME,IE,TERMINAL,LOW,EIDW
88478,Grindstone_Mountain_NDB_US,GMZ,Grindstone Mountain,NDB,US,TERMINAL,LOW,
88479,Gunung_Sekip_NDB_ID,GN,Gunung Sekip,NDB,ID,BOTH,MEDIUM,WALG
88480,Zhezkazgan_NDB_KZ,GN,Zhezkazgan,NDB,KZ,BOTH,MEDIUM,UAKD
88481,Gan_Island_NDB_MV,GN,Gan Island,NDB,MV,BOTH,HIGH,VRMG
88482,Wynds_NDB_US,GN,Wynds,NDB,US,TERMINAL,LOW,KGNV
88483,Bridl_NDB_US,GN,Bridl,NDB,US,TERMINAL,LOW,KOMA
88484,Tansonnhat_NDB_VN,GN,Tansonnhat,NDB,VN,BOTH,MEDIUM,VVTS
88485,Godthaab_DME_GL,GN,Godthaab,DME,GL,TERMINAL,LOW,BGGH
88486,Guayana_VORTAC_VE,GNA,Guayana,VORTAC,VE,BOTH,HIGH,SVPR
88487,Geneina_NDB_SD,GNA,Geneina,NDB,SD,BOTH,MEDIUM,HSGN
88488,Guayana_NDB_VE,GNA,Guayana,NDB,VE,BOTH,MEDIUM,SVPR
88489,Gaines_County_NDB_US,GNC,Gaines County,NDB,US,LO,LOW,
88490,Point_Salines_VOR-DME_GD,GND,Point Salines,VOR-DME,GD,BOTH,HIGH,TGPY
88491,Point_Salines_NDB_GD,GND,Point Salines,NDB,GD,BOTH,MEDIUM,TGPY
